Query,Add Results,Google,Video Facet,Videos-Schooltv?,Kennisvenster?,'Samenvatting'?,Extra (top-down),Opmerkingen,Soort Query (select),Extra (multi),Onderwerp,Leeftijd,Resultaten DB,OK-100,Ranking Conclusie,Date,Bronnen DB,Created time,Bronnen DB 1,Bronnen: Thumbs up?,Bronnen: Toeg.
serie,Not started,,,,,,,,Unfinished,,Non-query,10,,No,,,,"July 18, 2023 7:47 PM",,,
halo finn,Not started,,,,,,,,Named entity,"Persoonsnaam, Spelfout(en)",Non-query,9,,No,,,,"July 18, 2023 7:47 PM",,,
like me,Not started,,,,,,,,Named entity,Media(ster),"Fun/Vrije tijd/Media, Non-query",9,,No,,,,"July 18, 2023 7:47 PM",,,
augustus,Not started,,,,,,,,Eén woord,,"Geschiedenis, Natuur/Biologie",11,,No,,,,"July 18, 2023 7:47 PM",,,
mom,Not started,,,,,,,,Eén woord,,Non-query,11,,No,,,,"July 18, 2023 7:47 PM",,,
Ggyvygvuhnv,Not started,,,,,,,,Unfinished,,Non-query,9,,No,,,,"July 18, 2023 7:47 PM",,,
TIK TOK,Not started,,,,,,,,Named entity,,Navigational,10,,No,,,,"July 18, 2023 7:47 PM",,,
kraampje,Not started,,,,,,,,Eén woord,,"Algemeen, Techniek",9,,No,,,,"July 18, 2023 7:47 PM",,,
specie sproet,Not started,,,,,,,,Named entity,Spelfout(en),Fun/Vrije tijd/Media,8,,No,,,,"July 18, 2023 7:47 PM",,,
december,Not started,,,,,,,,Eén woord,,Maatschappij,8,,No,,,,"July 18, 2023 7:47 PM",,,
enderman minecraft SPEL,Not started,,,,,,,,2 of meer woorden,"Media(ster), Merk/Bedrijf",Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
your planet,Not started,,,,,,,,Named entity,"Media(ster), Merk/Bedrijf",Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
kalender,Not started,,,,,,,,Eén woord,,Navigational,8,,No,,,,"July 18, 2023 7:47 PM",,,
wist je dat?,Done,https://www.google.nl/search?q=wist+je+dat&sca_esv=598539381&source=hp&ei=OwmlZcrHErLo7_UP5p-M-A0&iflsig=ANes7DEAAAAAZaUXSyo0NTaPg3y9Sap2iLTKUqf46xhQ&ved=0ahUKEwiK0fSAmN-DAxUy9LsIHeYPA98Q4dUDCAw&uact=5&oq=wist+je+dat&gs_lp=Egdnd3Mtd2l6Igt3aXN0IGplIGRhdDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARI8ydQ7QVYzyVwAXgAkAEAmAGAAaABtQiqAQQxMC4zuAEDyAEA-AEBqAIKwgIKEAAYAxiPARjqAsICCxAAGIAEGLEDGIMBwgIOEAAYgAQYigUYsQMYgwHCAhEQLhiABBixAxiDARjHARjRA8ICCxAuGIAEGLEDGIMBwgIOEC4YgAQYigUYsQMYgwHCAg4QLhiABBixAxjHARjRA8ICCxAuGK8BGMcBGIAEwgINEAAYgAQYChixAxiDAcICCxAuGIAEGMcBGK8BwgINEC4YgAQYxwEYrwEYCsICBRAuGIAEwgIHEAAYgAQYCsICBxAuGIAEGArCAg0QLhiABBgKGMcBGK8BwgIGEAAYHhgKwgIEEAAYHsICBhAuGB4YCsICBxAAGIAEGA0&sclient=gws-wiz,https://www.google.nl/search?sca_esv=598561868&q=rillaar+monumenten&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjdjM-Ki_GDAxXu8gIHHVNJAGgQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,"- ",Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,Named entity,Merk/Bedrijf,"Algemeen, Navigational",11,,Yes,,,,"July 18, 2023 7:47 PM",,,
mail,Not started,,,,,,,,Unfinished,,"Navigational, Non-query",7,,No,,,,"July 18, 2023 7:47 PM",,,
mackenzie turner roblox,Not started,,,,,,,,Named entity,"Media(ster), Merk/Bedrijf",Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
vitaa en sliman,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,9,,No,,,,"July 18, 2023 7:47 PM",,,
forum,Not started,,,,,,,,Eén woord,,Navigational,7,,No,,,,"July 18, 2023 7:47 PM",,,
Pauline,Not started,,,,,,,,Named entity,Persoonsnaam,Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
POKEMON,Not started,,,,,,,,Named entity,Merk/Bedrijf,"Fun/Vrije tijd/Media, Navigational",8,,No,,,,"July 18, 2023 7:47 PM",,,
rillaar monumenten,Done,https://www.google.nl/search?q=rillaar+monumenten&sca_esv=598561868&source=hp&ei=GR-lZZTqMuLwi-gPu5-S2Ao&iflsig=ANes7DEAAAAAZaUtKWohmdYMmQJJ2dwPiqmUti7vtbae&ved=0ahUKEwjU2r_urN-DAxVi-AIHHbuPBKsQ4dUDCAw&uact=5&oq=rillaar+monumenten&gs_lp=Egdnd3Mtd2l6IhJyaWxsYWFyIG1vbnVtZW50ZW4yBRAhGKABMgUQIRigATIFECEYoAEyBRAhGKABSIwFUKUCWKUCcAF4AJABAJgBc6ABc6oBAzAuMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?q=rillaar+monumenten&sca_esv=598561868&source=hp&ei=GR-lZZTqMuLwi-gPu5-S2Ao&iflsig=ANes7DEAAAAAZaUtKWohmdYMmQJJ2dwPiqmUti7vtbae&ved=0ahUKEwjU2r_urN-DAxVi-AIHHbuPBKsQ4dUDCAw&uact=5&oq=rillaar+monumenten&gs_lp=Egdnd3Mtd2l6IhJyaWxsYWFyIG1vbnVtZW50ZW4yBRAhGKABMgUQIRigATIFECEYoAEyBRAhGKABSIwFUKUCWKUCcAF4AJABAJgBc6ABc6oBAzAuMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz,"- ",Nee,Nee,Afbeeldingen,Geen gerelateerde zoekopdrachten,2 of meer woorden,School/Woonplaats,Aardrijkskunde,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
roblox,Not started,,,,,,,,Eén woord,,Fun/Vrije tijd/Media,11,,No,,,,"July 18, 2023 7:47 PM",,,
filmpjes  OVER  SINTERKLAAS  K,Not started,,,,,,,,2 of meer woorden,,Maatschappij,8,,No,,,,"July 18, 2023 7:47 PM",,,
dokter,Not started,,,,,,,,Eén woord,,Maatschappij,10,,No,,,,"July 18, 2023 7:47 PM",,,
anouar,Not started,,,,,,,,Named entity,Persoonsnaam,Fun/Vrije tijd/Media,7,,No,,,,"July 18, 2023 7:47 PM",,,
jade,Not started,,,,,,,,Eén woord,,Techniek,9,,No,,,,"July 18, 2023 7:47 PM",,,
Cemi,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
"pagina,s",Not started,,,,,,,,Unfinished,Spelfout(en),Non-query,8,,No,,,,"July 18, 2023 7:47 PM",,,
winx  club,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,9,,No,,,,"July 18, 2023 7:47 PM",,,
Z,Not started,,,,,,,,Unfinished,,Non-query,10,,No,,,,"July 18, 2023 7:47 PM",,,
general lee auto,Not started,,,,,,,,2 of meer woorden,,"Sport, Techniek",9,,No,,,,"July 18, 2023 7:47 PM",,,
WERO,Not started,,,,,,,,Named entity,Merk/Bedrijf,Algemeen,9,,No,,,,"July 18, 2023 7:47 PM",,,
sint,Not started,,,,,,,,Eén woord,,Maatschappij,8,,No,,,,"July 18, 2023 7:47 PM",,,
bts,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,11,,No,,,,"July 18, 2023 7:47 PM",,,
Toepassingen,Not started,,,,,,,,Unfinished,,Non-query,11,,No,,,,"July 18, 2023 7:47 PM",,,
celien  en michiel,Not started,,,,,,,,Named entity,"Media(ster), Merk/Bedrijf",Fun/Vrije tijd/Media,11,,No,,,,"July 18, 2023 7:47 PM",,,
10 things i hate about you,Not started,,,,,,,,Named entity,,Taal/Cultuur,11,,No,,,,"July 18, 2023 7:47 PM",,,
voorbeelden,Not started,,,,,,,,Unfinished,,Non-query,9,,No,,,,"July 18, 2023 7:47 PM",,,
wat is dymnoma,Not started,,,,,,,,Vragen,Spelfout(en),Algemeen,7,,No,,,,"July 18, 2023 7:47 PM",,,
wiskunde,Not started,,,,,,,,Eén woord,,Navigational,11,,No,,,,"July 18, 2023 7:47 PM",,,
kaarten,Not started,,,,,,,,Eén woord,,"Fun/Vrije tijd/Media, Navigational, Non-query",11,,No,,,,"July 18, 2023 7:47 PM",,,
IT DE KILERCLOWN,Not started,,,,,,,,Named entity,Spelfout(en),Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
Rekenen,Not started,,,,,,,,Eén woord,,Navigational,10,,No,,,,"July 18, 2023 7:47 PM",,,
aar,Not started,,,,,,,,Eén woord,,Algemeen,7,,No,,,,"July 18, 2023 7:47 PM",,,
Toetsen,Not started,,,,,,,,Unfinished,,Non-query,11,,No,,,,"July 18, 2023 7:47 PM",,,
google,Not started,,,,,,,,Named entity,,Navigational,11,,No,,,,"July 18, 2023 7:47 PM",,,
juf of meester,Not started,,,,,,,,Unfinished,,Algemeen,9,,No,,,,"July 18, 2023 7:47 PM",,,
Mats Vandamme,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,11,,No,,,,"July 18, 2023 7:47 PM",,,
wat is 1plus 1,Not started,,,,,,,,Vragen,,Rekenen,9,,No,,,,"July 18, 2023 7:47 PM",,,
NIFL,Not started,,,,,,,,Named entity,,Sport,7,,No,,,,"July 18, 2023 7:47 PM",,,
schooldag,Not started,,,,,,,,Eén woord,,Maatschappij,9,,No,,,,"July 18, 2023 7:47 PM",,,
Aap,Not started,,,,,,,,Eén woord,,"Natuur/Biologie, Non-query",10,,No,,,,"July 18, 2023 7:47 PM",,,
wiskanjers,Not started,,,,,,,,Named entity,Merk/Bedrijf,Navigational,11,,No,,,,"July 18, 2023 7:47 PM",,,
jasper taart,Not started,,,,,,,,Named entity,Persoonsnaam,Fun/Vrije tijd/Media,9,,No,,,,"July 18, 2023 7:47 PM",,,
driemaster,Not started,,,,,,,,Eén woord,School/Woonplaats,Techniek,9,,No,,,,"July 18, 2023 7:47 PM",,,
delta de draak,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,9,,No,,,,"July 18, 2023 7:47 PM",,,
francesca,Not started,,,,,,,,Named entity,Persoonsnaam,"Algemeen, Non-query",9,,No,,,,"July 18, 2023 7:47 PM",,,
Italiaanse taal,Not started,,,,,,,,2 of meer woorden,,Taal/Cultuur,10,,No,,,,"July 18, 2023 7:47 PM",,,
groen !,Not started,,,,,,,,Eén woord,,Natuur/Biologie,11,,No,,,,"July 18, 2023 7:47 PM",,,
taal plus,Not started,,,,,,,,Named entity,,Navigational,7,,No,,,,"July 18, 2023 7:47 PM",,,
pupy,Not started,,,,,,,,Eén woord,Spelfout(en),Natuur/Biologie,8,,No,,,,"July 18, 2023 7:47 PM",,,
haaaaaaaaaaao,Not started,,,,,,,,Unfinished,,Non-query,10,,No,,,,"July 18, 2023 7:47 PM",,,
speltjes,Not started,,,,,,,,Eén woord,Spelfout(en),Fun/Vrije tijd/Media,9,,No,,,,"July 18, 2023 7:47 PM",,,
actuakrant van scoodle play,Not started,,,,,,,,Named entity,Merk/Bedrijf,Navigational,11,,No,,,,"July 18, 2023 7:47 PM",,,
hoi,Not started,,,,,,,,Unfinished,,Non-query,10,,No,,,,"July 18, 2023 7:47 PM",,,
wwwwwwwwwwwwwwwwwwwwwwwaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Not started,,,,,,,,Unfinished,,Non-query,10,,No,,,,"July 18, 2023 7:47 PM",,,
roblox job,Not started,,,,,,,,Named entity,Media(ster),Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
SPELES.,Not started,,,,,,,,Eén woord,Spelfout(en),Fun/Vrije tijd/Media,8,,No,,,,"July 18, 2023 7:47 PM",,,
Diere,Not started,,,,,,,,Eén woord,,Non-query,9,,No,,,,"July 18, 2023 7:47 PM",,,
dante roblox,Not started,,,,,,,,2 of meer woorden,"Media(ster), Merk/Bedrijf",Fun/Vrije tijd/Media,9,,No,,,,"July 18, 2023 7:47 PM",,,
kÃ«kÃ«,Not started,,,,,,,,Unfinished,,Non-query,9,,No,,,,"July 18, 2023 7:47 PM",,,
Zoekbalk,Not started,,,,,,,,Eén woord,,Navigational,9,,No,,,,"July 18, 2023 7:47 PM",,,
anna,Not started,,,,,,,,Named entity,Persoonsnaam,Fun/Vrije tijd/Media,8,,No,,,,"July 18, 2023 7:47 PM",,,
KAKENDE POEP,Not started,,,,,,,,2 of meer woorden,Spelfout(en),Non-query,8,,No,,,,"July 18, 2023 7:47 PM",,,
MR beast,Not started,,,,,,,,Named entity,"Media(ster), Merk/Bedrijf",Fun/Vrije tijd/Media,10,,No,,,,"July 18, 2023 7:47 PM",,,
scoodle play-hond,Not started,,,,,,,,2 of meer woorden,Merk/Bedrijf,Navigational,11,,No,,,,"July 18, 2023 7:47 PM",,,
CALVJEEEEEEEEEEEEEEEEEEE,Not started,,,,,,,,Unfinished,,"Algemeen, Non-query",9,,No,,,,"July 18, 2023 7:47 PM",,,
word,Not started,,,,,,,,Named entity,Merk/Bedrijf,Navigational,11,,No,,,,"July 18, 2023 7:47 PM",,,
VAGINA,Not started,,,,,,,,Eén woord,,Fun/Vrije tijd/Media,8,,No,,,,"July 18, 2023 7:47 PM",,,
trilher,Not started,,,,,,,,Eén woord,Spelfout(en),Taal/Cultuur,8,,No,,,,"July 18, 2023 7:47 PM",,,
klokken,Done,https://www.google.nl/search?q=klokken&sca_esv=598529675&ei=fgOlZd7hGPHqi-gPzPa9sAk&ved=0ahUKEwjemL7Ekt-DAxVx9QIHHUx7D5YQ4dUDCBA&uact=5&oq=klokken&gs_lp=Egxnd3Mtd2l6LXNlcnAiB2tsb2trZW4yDhAAGIAEGLEDGIMBGMkDMgUQABiABDIFEAAYgAQyBRAAGIAEMggQABiABBixAzIFEAAYgAQyBRAAGIAEMgUQABiABDIIEC4YgAQY1AIyBRAAGIAESP4EUABYAHAAeACQAQCYAbEBoAGxAaoBAzAuMbgBA8gBAPgBAvgBAeIDBBgAIEE&sclient=gws-wiz-serp,https://www.google.nl/search?sca_esv=598529675&q=klokken&tbm=vid&source=lnms&sa=X&ved=2ahUKEwitieb0kt-DAxVJS0EAHe-2CQEQ0pQJegQIDxAB,"- ",Nee,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (midden)",Zelfs geen informatie zoals bij de tuindeuren,Eén woord,,Techniek,11,,Yes,(Bijna) alleen shops op de query,,,"July 18, 2023 7:47 PM",,,
prinsesia,Not started,,,,,,,,Eén woord,"Media(ster), Spelfout(en)",Fun/Vrije tijd/Media,8,,No,,,,"July 18, 2023 7:47 PM",,,
regina asumta,Not started,,,,,,,,Named entity,"School/Woonplaats, Spelfout(en)",Navigational,10,,No,,,,"July 18, 2023 7:47 PM",,,
source:Wonderopolis,Not started,,,,,,,,Unfinished,,Navigational,7,,No,,,,"July 18, 2023 7:47 PM",,,
meester,Not started,,,,,,,,Eén woord,,Taal/Cultuur,8,,No,,,,"July 18, 2023 7:47 PM",,,
DE  BAKKEJES,Not started,,,,,,,,Named entity,"Media(ster), Spelfout(en)",Fun/Vrije tijd/Media,8,,No,,,,"July 18, 2023 7:47 PM",,,
beer,Not started,,,,,,,,Eén woord,,Natuur/Biologie,10,,No,,,,"July 18, 2023 7:47 PM",,,
femke jagersma,Not started,,,,,,,,Named entity,Persoonsnaam,Fun/Vrije tijd/Media,7,,No,,,,"July 18, 2023 7:47 PM",,,
voetbal jonges,Not started,,,,,,,,2 of meer woorden,Spelfout(en),Sport,9,,No,,,,"July 18, 2023 7:47 PM",,,
KAT,Not started,,,,,,,,Eén woord,,Natuur/Biologie,9,,No,,,,"July 18, 2023 7:47 PM",,,
